Business Process Name,Description,Process owner,Diagram URL
4.1.8.2C Create Calibration Plan and schedule 2.00,"Creating a Calibration Plan:
Define Calibration Tasks:
Specify the tasks required for calibration, including the procedures, tools, and standards to be used.
Assign Equipment: Link the calibration tasks to specific pieces of equipment that need to be calibrated.
Set Frequencies: Determine how often each piece of equipment needs to be calibrated based on usage, manufacturer recommendations, or regulatory requirements
Scheduling the Calibration Plan:
Generate Maintenance Orders: The system creates maintenance orders for calibration tasks based on the defined schedule.
Monitor and Adjust: Regularly monitor the schedule and make adjustments as needed to ensure timely calibration.
Record Results: Document the results of each calibration, including any adjustments made and whether the equipment passed or failed the calibration",Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=7edc96e4-2bfd-4bc0-b8d1-08f1e96fe36c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.1.8.2D Create Equipment Task List 2.00,"In SAP, creating an equipment task list within the Plant Maintenance (PM) module serves the following function:
Centralized Maintenance Tasks:
Equipment task lists allow you to centrally define and manage maintenance tasks for specific pieces of equipment. This ensures that all maintenance activities are standardized and consistently applied.
The respective owners for follow up can be assign a task which is linked to the equipment to be calibrated or certified.",Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=f21297d7-4872-49fc-aa11-7da3a15ec9b5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.1 R&C Provide sourcing governance and perform category management 1.00,Provide sourcing governance and perform category management,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c2eb44b6-3568-4543-86da-c291ae9bce08&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.1.5 R&C Analyze organization’s spend profile 1.00,"Key activities:
Develop maintain commodity strategies based on spend
Validate actual cost savings against set targets and initiate additional actions",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2e109e7b-427d-49e1-8849-41a1060086de&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.2 R&C Develop sourcing and category management strategies 1.00,Develop sourcing and category management strategies,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d092060f-9c20-4e7d-9b18-1f8ac4c2bd1e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.2.1 R&C Develop sourcing and category management strategies 1.00,"Key Activities:
Identification, confirmation and documentation of strategic and critical suppliers",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=8238fc4f-43b8-4ba4-93be-33790c775ab0&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.2.3 R&C Critical & constrained parts 1.00,"Monthly (start event) the Corporate Director Commercial Sourcing (Lane, and which Role owns the Pool?) prepares the supplier risk update reviewing critical & constrained parts and part families (process Description). Input on the critical & constrained parts (which input Documents?, Task 1) is obtained from procurement & OPC, spares & logistics and Manufacturing (which roles are Consulted?) to ensure completeness of the analysis. Each part is mapped to the product (Task 2, need any master data Document for this as input?) impacted defining the short term and long-term risk as well as the actions (Task 3) that have been or will be initiated. The supplier risk update (Document output) is shared (Task 4) with Business Units and Global Operations Management (which Roles are Informed? Or are they Consulted? Black box pool i.e. no process or does it tie in with other processes?). (end event: actions defined, but that does not guarantee they are actually doing something with this, so actually performing & closing the actions and follow-up on actions which are making no progress, reviewing if the actions taken are effective, etc. is an important missing piece of this ‘control’ process)
Control documentation consists of the supplier risk updates for short and long-term impact, as well as follow up actions (missing the owner, close-out date & status of the actions)
Remarks:
Missing closing the loop. Control effective?
How about follow-up:
- perform actions
- periodically check open actions",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=cb5446d6-598d-44f3-85b5-297e8c0a65b7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3 Select Suppliers and Develop Contracts 2.00,"Key activities:
Supplier selection incl. qualification
Creation and approval of supplier contacts and scheduling agreements
Management of: PIR, Source List, Rebates
Update of Purchasing Price freight adder",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=7ac44b40-668d-41b4-af0e-0a6f4b8facee&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.1 Select Suppliers 1.00,"Key activities:
Quarterly update the bidders list by material group based on commodity strategy",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a0b2cb7a-f5bd-41d4-a028-769be66c13d7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.3 -CONTRACT Negotiate and establish contracts 1.00,The objective of this process diagram is to define the negotiation and creation of purchase contracts.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=78e98490-f3d9-4ab1-83b8-41bbb4c96a63&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.3 -SCHEDULING Negotiate and establish contracts 2.00,The objective of this diagram is to define the process how to create schedule agreement.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=aeb03d0a-2e9e-4e25-b5bd-03169f6432cc&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.3.1 -CONTRACT Supplier Contracts Approval 1.00,"Key activities,
Tiered contact approval process based on value resulting in eitherApproval
Amendment (outside this process) followed by a next approval cycle
Deletion",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2db979a1-14f3-4131-be55-24bf3b223b49&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.4B Manage Purchase Info Record 2.00,The objective of this diagram is to define the process how to create Purchasing Info Record.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=db500fbe-8407-44e9-ab5a-f533a4aa4260&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.4C Manage Source List 1.00,The objective of this process diagram is to define how to create a source list.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=604bd781-ab61-4df0-9986-27d70772f127&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.4D Manage Purchasing Price (Freight adder) 3.00,"Key Activities:
Creation/update of Condition Record by IT based on a IT incident request
In case the trigger is the annual Freight added update provide the Listing of open PO's to Buyers
Update open PO's in case on request of Finance",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d2bc42eb-cf9f-4d30-adf7-cd68c2e684df&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.4E Manage Quota Arrangement 1.00,The objective of this process diagram is to define the creation of quota arrangements,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=38a32398-9410-4473-9fa3-a82ebb68997d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.4F Supplier Rebate Management 2.00,The objective of this process diagram is to define how to create rebate supplier condition.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5bb63eee-d93e-4dce-8a7f-843cdac1d57d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.99 -iPLM Sourcing Preparation Ticket 1.00,"Key activities:
Initiate the Sourcing Preparation Ticket
Trigger:Quotation
Purchase Info Record Setup
Auto-create Inspection Plan
(Reference: SAP S4R: IPS WF 553, 21 May 2025)",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=50255229-6fb3-4df1-90e1-5abbc94a7516&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.3.99 -MM Plant Buy Ticket 2.00,"Key activities:
Initiate the MM plant buy ticket
Trigger:Quotation
PIR Setup
Auto-create inspection plan",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=85ec7587-06f1-4b2e-82ce-945b560567fd&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4 Order materials and services 2.00,Creating and approving requisitions and distributing purchase orders accordingly. Hasten the procurement process to satisfy internal needs.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=3e16fea5-3485-4851-98e8-4c997fd84046&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4.1 Process/Review requisitions 1.00,The objective of this diagram is to define the Purchase Requisition (PR) process.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=737c175d-6377-4f97-bb62-1cd5227a2075&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4.2 Approve requisitions 1.00,The objective of this diagram is to define the process to approve a Purchase Requisition (PR),Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=46e0d071-56d1-4f95-9ca3-0da5bad69305&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4.3 Solicit/Track Vendor Quotes 3.00,"Key activities:
For specific commodity categories setup temporary PIR with budgetary price
Determine bidders for demand
Create and publish quotation to bidders
Award based on bidder responds
Setup PIR create Source List",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=edf08b74-4a53-4e0c-96dd-03532a93f775&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4.4A Create/Distribute Purchase Orders 2.00,"The objective of this diagram is to define the process how to create different type of POs:
1) An external Purchase Order
2) The creation of the Inter Company Stock Transfer Order (ICSTO)
3) The return STO / ICSTO (Stock Transfer Order / Inter Company Stock Transfer Order)",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1d834af0-5ca1-4544-aad1-8d5a4d0a63fc&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4.4B Distribute Purchase Order 2.00,The objective of this process diagram is to distribute the Purchase Order(s),Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=da93b192-61a0-41f4-aada-043c084a4fa5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4.4C Approve Service Entry Sheet 2.00,"The objective of this process diagram is to define the creation and approval of Service Entry Sheet.
A Service Entry Sheet is a document to record completion of Supplier services",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=63454273-ac26-494b-9cb4-627ac8d92720&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.4.4D First article inspection Ariba(Source inspection)-document verification 1.00,"The objective of this process diagram is to ensure that First Article Material deliveries to ASM contain the agreed upon set of First Article Inspection Documents.
First Article Inspection Documents contains a package of pre-determined measurement material which need to be assessed by ASM before the Supplier gets approval for unrestricted supply of that specific material to ASM.
This instruction is applicable for:
a. New Materials introduced for used on ASM Products.
b. Materials supplied for the first time by a supplier.
c. Change of supplier’s Manufacturing location [Notified to ASM via ‘Supplier Change Request’ (SCR)]",Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=f82876f3-38f5-4758-a4a4-bd4f7e6dbe41&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.5 Manage Suppliers 1.00,Manage Suppliers Landscape,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2adc189d-7c75-4925-9a5e-bb5e5d5c18ef&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.5.1 Monitor Manage supplier information 2.00,The objective of this process diagram is to define how to create a new supplier in SAP and or how to update supplier characteristics.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=51d67bee-ef2a-4703-be06-a4dbe6ad0c7d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.5.2A Prepare/Analyze procurement and vendor performance 2.00,The objective of this diagram is to define the process how to create Purchasing Info Record.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c7d277c9-eea6-418e-860d-24d738dcb0a1&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.5.2B Prepare/Analyze procurement and vendor performance 1.00,"Key activities:
Create and internally distribute supplier evaluation request
Appraise supplier and create and distribute supplier scorecard
Review supplier setup improvement action plan if performance is below target
on weekly basis evaluate supplier on-time delivery",Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=189559c1-e304-4a29-8b8c-9f117b771b79&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.5.3 Support inventory and production processes 1.00,The objective of this diagram is to define the Support inventory analysis process.,Sourcing & Procurement BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5096862a-09a5-429e-bdea-d6dda4d9a7b7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.2.5.4 Monitor quality of product delivered (Series Inspection) 1.00,The objective of this process diagram is to define the process for series inspection,Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1f3f1d94-7f40-4bbd-9646-a664c0fdd32e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
